"","lon","lat"
"1",-97.849866,30.213551
"2",-97.824387,30.196584
"3",-97.76494,30.244008
"4",-97.680987,30.528548
"5",-97.681523,30.446381
"6",-98.035965,30.415549
"7",-97.7267409,30.4111969
"8",-97.7079325,30.2988854
"9",-97.802554,30.438769
"10",-97.748191,30.244318
"11",-97.830302,30.147703
"12",-97.77858,30.419146
"13",-97.720567,30.332122
"14",-97.723387,30.3135897
"15",-97.7961259,30.2562289
"16",-97.6730794,30.3629133
"17",-97.728012,30.321299
"18",-97.7984172,30.2427195
"19",-97.760623,30.328657
"20",-97.7397374,30.3433256
"21",-97.762182,30.264399
"22",-98.0962739,30.208291
"23",-97.822199,30.499215
"24",-97.743706,30.310949
"25",-97.656421,30.442974
"26",-97.751038,30.310302
"27",-97.699884,30.547952
"28",-97.732639,30.347216
"29",-97.6891225,30.4838378
"30",-97.7642817,30.3859847
"31",-97.8265744,30.1658265
"32",-98.1003646,30.2123687
"33",-97.7193906,30.2606592
"34",-97.7511881,30.3541379
"35",-97.66626,30.381258
"36",-97.730362,30.310638
"37",-97.7223095,30.3618818
"38",-97.7600159,30.248366
"39",-97.761216,30.427059
"40",-97.7603203,30.2732874
"41",-97.742357,30.327194
"42",-97.8271369,30.199007
"43",-97.626699,30.41872
"44",-97.750981,30.285973
"45",-97.9142059,30.22075
"46",-97.7206687,30.2238709
"47",-97.836907,30.168196
"48",-97.7664347,30.4700022
"49",-97.7852317,30.3034278
"50",-97.761425,30.1979
"51",-97.5849549,30.458378
"52",-97.7459328,30.2895333
"53",-97.6969296,30.4296187
"54",-97.663995,30.494358
"55",-97.734432,30.242482
"56",-97.739885,30.154653
"57",-97.563136,30.482994
"58",-97.7183337,30.2279274
"59",-97.723387,30.3135897
"60",-97.7392683,30.4318694
"61",-97.740702,30.29375
"62",-97.844043,30.368929
"63",-97.826986,30.163595
"64",-97.8414419,30.4323746
"65",-97.9368018,30.2434916
"66",-97.7342343,30.5476178
"67",-97.726977,30.288141
"68",-97.745581,30.2887691
"69",-97.746557,30.291708
"70",-97.7433203,30.2882021
"71",-97.772074,30.417182
"72",-97.7433203,30.2882021
"73",-97.8237089,30.249236
"74",-97.7332603,30.3129244
"75",-97.7433203,30.2882021
"76",-97.866433,30.22312
"77",-97.8755051,30.2528276
"78",-97.804359,30.289084
"79",-97.7436146,30.2908272
"80",-97.7267409,30.4111969
"81",-97.727459,30.341356
"82",-97.8153598,30.1962491
"83",-97.813188,30.19314
"84",-97.7742702,30.4916577
"85",-97.742357,30.327194
"86",-97.7036561,30.3870686
"87",-97.800875,30.392916
"88",-97.7603203,30.2732874
"89",-97.903356,30.186308
"90",-97.7435771,30.3092187
"91",-97.868567,30.228461
"92",-97.7960118,30.2153869
"93",-97.8566809,29.9997259
"94",-97.4474089,30.120845
"95",-97.881334,30.237911
"96",-97.7028297,30.3899575
"97",-97.804599,30.452058
"98",-98.05089,30.280864
"99",-97.7454917,30.1482449
"100",-97.627874,30.41008
