"","lon","lat"
"1",-97.7725976,30.2000671
"2",-97.791624,30.198312
"3",-97.81607,30.151917
"4",-97.7870648,30.2379891
"5",-97.881414,30.383677
"6",-97.7467092,30.2870172
"7",-97.733442,30.298646
"8",-97.769317,30.253444
"9",-97.755025,30.319407
"10",-97.7247639,30.330994
"11",-97.728314,30.231665
"12",-97.57798,30.495714
"13",-97.7275742,30.289453
"14",-97.742347,30.327685
"15",-97.8280575,29.6480061
"16",-97.8057397,30.213513
"17",-97.829964,30.254074
"18",-97.9821387,30.189858
"19",-97.74362,30.29472
"20",-97.728652,30.424605
"21",-97.7374726,30.2959125
"22",-97.7615166,30.2267641
"23",-97.779382,30.258064
"24",-97.730211,30.2453323
"25",-97.761425,30.1979
"26",-97.729937,30.318683
"27",-97.7294772,30.312683
"28",-97.74633,30.284092
"29",-97.742966,30.294337
"30",-97.711072,30.313924
"31",-97.773475,30.510986
"32",-97.720877,30.304182
"33",-97.747166,30.227962
"34",-97.749925,30.414415
"35",-97.7608909,30.2634275
"36",-97.9788089,30.1845847
"37",-97.748547,30.284609
"38",-97.725819,30.225391
"39",-97.7438299,30.2830882
"40",-97.828979,30.467323
"41",-97.769632,30.304263
"42",-97.9441713,29.8556579
"43",-97.776435,30.249737
"44",-97.7217716,30.2227206
"45",-97.729723,30.318596
"46",-97.807979,30.422966
"47",-97.7454039,30.503165
"48",-97.692093,30.278317
"49",-97.4056029,27.9742945
"50",-97.613151,30.446465
"51",-97.756339,30.280907
"52",-97.773836,30.21843
"53",-97.730959,30.23972
"54",-97.7157262,30.3543523
"55",-97.7548817,30.2755853
"56",-97.7447339,30.284301
"57",-97.718735,30.2364768
"58",-97.811302,30.218772
"59",-97.754602,30.355823
"60",-97.7635596,30.275374
"61",-97.66987,30.290987
"62",-97.71879,30.304086
"63",-97.7371793,30.3706287
"64",-97.6789737,30.4106565
"65",-97.7970463,30.1605203
"66",-97.86081,30.334856
"67",-97.7412609,30.2805765
"68",-97.7467092,30.2870172
"69",-97.7628391,30.2156636
"70",-97.7457261,30.285461
"71",-97.7433203,30.2882021
"72",-97.7412609,30.2805765
"73",-97.7389543,30.2961708
"74",-97.7615166,30.2267641
"75",-97.748828,30.289224
"76",-97.7301708,30.2356676
"77",-97.7535871,30.2266011
"78",-97.712054,30.37166
"79",-97.76408,30.26226
"80",-97.863881,30.313241
"81",-97.554087,30.545987
"82",-97.750307,30.2901795
"83",-97.773359,30.5106359
"84",-97.7474639,30.288516
"85",-97.870872,30.205541
"86",-97.745694,30.290691
"87",-97.5714173,30.2363559
"88",-97.7313786,30.2324055
"89",-97.8130405,30.295031
"90",-97.7464176,30.2897548
"91",-97.7991082,30.2533465
"92",-97.823173,30.546592
"93",-97.7332374,30.3155528
"94",-97.7467545,30.2822445
"95",-97.768732,30.446163
"96",-97.7445495,30.2862926
"97",-97.7336078,30.3284209
"98",-97.7515137,30.2690456
"99",-97.7185752,30.3966603
"100",-97.78265,30.16101
