"","lon","lat"
"1",-97.844074,30.459189
"2",-97.7263888,30.2316954
"3",-97.757095,30.504505
"4",-97.776228,30.18841
"5",-97.840013,30.4263252
"6",-97.677584,30.304468
"7",-97.850229,30.375917
"8",-97.8202888,30.505198
"9",-97.747034,30.44627
"10",-97.820269,30.286698
"11",-97.742324,30.235962
"12",-97.805254,30.174509
"13",-97.7644558,30.280515
"14",-97.9656888,30.3449942
"15",-97.759702,30.247265
"16",-97.7538372,30.3938828
"17",-97.944607,30.230229
"18",-97.755754,30.243131
"19",-97.76637,30.445606
"20",-97.691279,30.492406
"21",-97.751201,30.327067
"22",-97.879245,30.205558
"23",-97.708922,30.428317
"24",-97.842215,30.275688
"25",-97.9827615,30.1830087
"26",-97.868317,30.191205
"27",-97.838048,30.287988
"28",-97.6720811,30.3133952
"29",-97.574586,30.444521
"30",-97.8419569,30.464283
"31",-97.8258235,30.1670536
"32",-97.7403234,30.3773617
"33",-97.8398803,30.2795744
"34",-97.72272,30.343211
"35",-97.843153,30.187421
"36",-97.7550529,30.3564366
"37",-97.796507,30.20345
"38",-97.759155,30.25155
"39",-97.787412,30.261114
"40",-97.8832,30.215474
