"","lon","lat"
"1",-97.7096132,30.4224326
"2",-97.7991082,30.2533465
"3",-97.7260639,30.355368
"4",-97.729234,30.357133
"5",-97.7554148,30.3183967
"6",-97.7899009,30.3003495
"7",-97.8210516,30.2106806
"8",-97.5951829,30.8071371
"9",-97.751487,30.2567798
"10",-97.7549724,30.347406
"11",-97.771053,30.255156
"12",-97.756463,30.297347
"13",-97.721433,30.289829
"14",-97.720495,30.297921
"15",-97.8078264,30.477204
"16",-97.658906,30.379496
"17",-97.667908,30.289949
"18",-97.874532,30.0127571
"19",-97.5412337,30.0352068
"20",-97.74952,30.241412
"21",-97.758606,30.28325
"22",-97.648506,30.285116
"23",-98.1120116,30.4367302
"24",-97.7799859,30.4616
"25",-97.677425,30.445032
"26",-97.8369699,30.160326
"27",-97.7401945,30.2938942
"28",-97.6846585,29.8953249
"29",-97.751487,30.2567798
"30",-97.7961259,30.2562289
"31",-97.826986,30.163595
"32",-97.824387,30.196584
"33",-97.726956,30.340448
"34",-97.9162039,30.24997
"35",-97.747194,30.2845551
"36",-97.7635596,30.275374
"37",-97.7506005,30.2887614
"38",-97.7935395,30.452528
"39",-97.7502863,30.3105601
"40",-97.751716,30.184342
"41",-97.746028,30.3030589
"42",-97.7792807,30.2289469
"43",-97.811498,30.425855
"44",-97.624795,30.278436
"45",-97.577807,30.256117
"46",-97.7464654,30.2911157
"47",-97.727787,30.310191
"48",-97.641086,30.481505
"49",-97.644991,30.360168
"50",-94.9854785,29.5100367
"51",-97.743021,30.29372
"52",-97.7637858,30.2296228
"53",-97.8287816,30.2265231
"54",-97.788205,30.2590382
"55",-97.7051541,30.3112319
"56",-97.824164,30.550278
"57",-97.788247,30.149571
"58",-97.811172,30.448849
"59",-97.643871,30.460621
"60",-97.671741,30.314247
"61",-97.7878715,30.258672
"62",-97.689085,30.314919
"63",-97.8264895,30.2302553
"64",-97.7336104,30.4193496
"65",-97.7547249,30.274928
"66",-97.870237,30.310751
"67",-97.713497,30.300297
"68",-97.903265,30.112769
"69",-97.8510189,30.152673
"70",-98.0262951,30.2856693
"71",-97.7504545,30.2685718
"72",-97.831697,30.24648
"73",-97.8401264,30.301933
"74",-97.851044,30.547665
"75",-97.52381,30.341398
"76",-97.697051,30.369791
"77",-97.893548,30.183925
"78",-97.863682,29.996409
"79",-97.886036,30.237212
"80",-97.765317,30.366157
"81",-97.7582359,30.390515
"82",-97.6848569,30.524762
"83",-97.8005536,30.1404235
"84",-97.834844,30.304606
"85",-97.622516,30.489378
"86",-97.712474,30.363636
"87",-97.8457552,30.247221
"88",-97.8357736,30.4965476
"89",-97.7267409,30.4111969
"90",-97.854086,30.199952
"91",-97.7488916,30.2884361
"92",-97.7109289,30.359725
"93",-97.7755694,30.2023789
"94",-97.863074,30.516801
"95",-97.795706,30.357883
"96",-97.716877,30.316632
"97",-97.8014482,30.4270699
"98",-97.8054776,30.1734887
"99",-97.7257599,30.358227
"100",-97.6844712,30.3060634
