"","lon","lat"
"1",-97.7524993,30.4105906
"2",-97.87731,30.230303
"3",-97.766601,30.293928
"4",-97.7173278,30.2386398
"5",-97.705936,30.4017732
"6",-97.7467092,30.2870172
"7",-97.773025,30.496382
"8",-97.684316,30.439741
"9",-97.664168,30.374549
"10",-97.7340491,30.234831
"11",-97.590267,30.509428
"12",-97.7636799,30.3869678
"13",-97.7725452,30.2021389
"14",-97.736394,30.299619
"15",-97.751852,30.300957
"16",-97.667641,30.291288
"17",-97.7643256,30.2738825
"18",-97.867943,30.214989
"19",-97.7041015,30.3401236
"20",-97.7702365,30.2209078
"21",-97.7445495,30.2862926
"22",-97.67057,30.314234
"23",-97.7478002,30.4039303
"24",-97.7462457,30.290479
"25",-97.691582,30.316096
"26",-97.7657106,30.2521411
"27",-97.7777586,30.1823751
"28",-97.7630313,30.2483947
"29",-97.7599089,30.300203
"30",-97.725376,30.3055711
"31",-97.7650204,30.1887531
"32",-97.783089,30.130786
"33",-97.792179,30.204003
"34",-97.743294,30.359836
"35",-97.887826,30.193538
"36",-97.8333161,30.3950161
"37",-97.768005,30.348163
"38",-97.711289,30.233058
"39",-97.843562,30.228069
"40",-97.903667,30.192775
"41",-97.7746746,30.2295289
"42",-97.6615054,30.3980887
"43",-97.752249,30.248423
"44",-97.887269,30.184435
"45",-97.833417,30.176199
"46",-97.7145152,30.2603535
"47",NA,NA
"48",-97.743253,30.2828512
"49",-97.792465,30.428014
"50",-97.7908927,30.2340134
"51",-97.8738735,30.2212499
"52",-97.9605418,30.1856367
"53",-97.730211,30.2453323
"54",-97.659172,30.395112
"55",-97.714893,30.283701
"56",-97.818963,30.170787
"57",-97.7145152,30.2603535
"58",-97.893275,30.302491
"59",-97.815861,30.211865
"60",-97.7615166,30.2267641
"61",-98.0697579,30.161744
"62",-97.847025,30.208622
"63",-97.7502832,30.3964334
"64",-97.8003761,30.1978461
"65",-97.777986,30.430369
"66",-97.7223426,30.3368583
"67",-97.7664347,30.4700022
"68",-97.762314,30.211979
"69",-97.894611,30.189619
"70",-97.644491,30.530062
"71",-97.686481,30.45051
"72",-97.7459263,30.2558503
"73",-97.8935203,30.4141841
"74",-97.8863308,30.2475893
"75",-97.7316211,30.2467652
"76",-97.715375,30.27994
"77",-97.993791,30.346108
"78",-97.651343,29.674444
"79",-97.712038,30.2758866
"80",-97.7492975,30.2902761
"81",-98.090781,30.231906
"82",-97.844402,30.140061
"83",-97.82005,30.204096
"84",-97.200866,30.081553
"85",-97.873588,30.335975
"86",-97.7911525,30.4477965
"87",-97.732559,30.310113
"88",-97.67957,30.565773
"89",-97.7643633,30.2348539
"90",-97.61758,30.453444
"91",-97.706834,30.3960236
"92",-97.820796,30.532949
"93",-97.7258262,30.2272601
"94",-97.8969371,30.1868168
"95",-97.7902746,30.2347684
"96",-97.8051648,30.3126869
"97",-97.684309,30.308603
"98",-97.6602365,30.5041381
"99",-97.764639,30.243831
"100",-97.6300009,30.500072
