"","lon","lat"
"1",-97.739267,30.350358
"2",-97.857614,30.350004
"3",-97.706657,30.28473
"4",-97.828158,30.202065
"5",-97.721769,30.307659
"6",-97.747166,30.227962
"7",-97.674306,30.354332
"8",-97.7325872,30.3070765
"9",-97.7059589,30.42431
"10",-97.838835,30.353021
"11",-97.887788,30.378717
"12",-97.7779248,30.2329706
"13",-97.838508,30.2346414
"14",-97.8166384,30.1754693
"15",-97.690492,30.303266
"16",-97.784777,30.22405
"17",-97.769152,30.237417
"18",-97.875356,30.015321
"19",-97.688199,30.487755
"20",-97.755205,30.286437
"21",-97.81087,30.34304
"22",-97.703618,30.311331
"23",-97.7409459,30.152535
"24",-97.78504,30.211512
"25",-97.919903,30.346939
"26",-97.702177,30.313511
"27",-97.9840123,30.3570787
"28",-97.7593081,30.2812454
"29",-97.717894,30.323708
"30",-97.6545248,30.5032665
"31",-97.7490849,30.245404
"32",-97.824067,30.180118
"33",-97.795464,30.216568
"34",-98.01111,30.168916
"35",-97.937824,30.219991
"36",-97.791763,30.433351
"37",-97.777267,30.412727
"38",-97.775415,30.428224
"39",-97.711212,30.31304
"40",-97.9905273,30.3317671
"41",-97.076421,31.881344
"42",-97.652572,30.4854939
"43",-97.8124969,30.320534
"44",-97.795464,30.216568
"45",-97.764301,30.339662
"46",-97.82369,30.274199
"47",-97.791994,30.494753
"48",-97.77605,30.259158
"49",-97.7991082,30.2533465
"50",-97.78504,30.211512
"51",-97.812438,30.191192
"52",-97.885225,30.189645
"53",-97.7877838,30.3206313
"54",-97.9701846,30.181965
"55",-97.952003,30.386402
"56",-97.912787,30.353606
"57",-97.751961,30.380434
"58",-97.76096,30.248263
"59",-97.7846174,30.2666938
"60",-97.8745975,30.2445716
"61",-97.859774,30.116972
"62",-97.760129,30.447317
"63",-97.787229,30.151743
"64",-97.85807,30.350628
"65",-97.7466759,30.347241
"66",-97.7350489,30.298959
"67",-97.829201,30.242705
"68",-97.838911,30.14774
"69",-97.7432919,30.2970718
"70",-97.7012592,30.3267578
"71",-97.659119,30.287602
"72",-97.7340901,30.3143998
"73",-97.880036,30.251233
"74",-97.846265,30.462254
"75",-97.783575,30.495302
"76",-97.781664,30.199741
"77",-97.730707,30.304414
"78",-97.863038,30.349332
"79",-97.724005,30.359689
"80",-97.775683,30.241968
"81",-97.6966769,30.388443
"82",-97.690647,30.395205
"83",-97.7455728,30.4291899
"84",-97.7234316,30.2415667
"85",-97.784265,30.221729
"86",-97.7523609,30.371173
"87",-97.627789,29.99363
"88",-97.87947,30.304281
"89",-97.8428927,30.0817231
"90",-97.7243,30.36129
"91",-97.843476,30.35253
"92",-97.829048,30.194788
"93",-97.83463,30.192998
"94",-97.798166,30.432258
"95",-97.7454566,30.2922719
"96",-97.718476,30.31875
"97",-97.811597,30.148572
"98",-96.342765,30.640745
"99",-97.786215,30.211634
"100",-97.804125,30.429651
