"","lon","lat"
"1",-97.7335902,30.3428598
"2",-97.761424,30.408932
"3",-97.7603203,30.2732874
"4",-97.54891,30.338091
"5",-97.7642383,30.2470841
"6",-97.7318843,30.2689551
"7",-97.7238403,30.3074813
"8",-97.731551,30.238736
"9",-97.7605265,30.4474968
"10",-97.76578,30.237351
"11",-97.725694,30.342062
"12",-97.957018,30.355052
"13",-97.862778,30.196273
"14",-97.786547,30.235128
"15",-97.718314,30.230565
"16",-97.75027,30.372699
"17",-97.868044,30.525126
"18",-97.736768,30.2939803
"19",-97.719537,30.308486
"20",-97.7355447,30.2696017
"21",-97.7434848,30.287147
"22",-97.759953,30.234046
"23",-97.871158,30.215889
"24",-97.839107,30.146959
"25",-97.7870076,30.2391075
"26",-97.7412945,30.2942512
"27",-97.769657,30.442419
"28",-97.95235,30.383735
"29",-97.748515,30.28495
"30",-97.7551675,30.267815
"31",-97.767359,30.426786
"32",-97.744262,30.411265
"33",-97.7446725,30.2931964
"34",-97.770483,30.25546
"35",-97.7699911,30.4396009
"36",-97.855824,30.362811
"37",-97.681943,30.3081307
"38",-97.730807,30.3568213
"39",-97.716877,30.316632
"40",-97.765345,30.46056
"41",-97.802258,30.21867
"42",-97.720743,30.315272
"43",-97.675723,30.448605
"44",-97.8535072,30.1839182
"45",-97.7683482,30.2382567
"46",-97.7217716,30.2227206
"47",-97.769836,30.279383
"48",-97.7413396,30.2834415
"49",-97.9271,30.417417
"50",-97.755605,30.3924334
"51",-97.5879429,30.472906
"52",-97.8587989,30.2042738
"53",-97.7493441,30.2861763
"54",-97.7440559,30.2906509
"55",-97.872773,30.206425
"56",-97.725153,30.2799923
"57",-97.718251,30.233125
"58",-97.727451,30.292053
"59",-97.734504,30.248298
"60",-97.7106051,30.3129323
"61",-97.7730062,30.2422778
"62",-97.7338815,30.2996559
"63",-97.887309,30.18949
"64",-97.762983,30.300636
"65",-97.772074,30.28696
"66",-97.658068,30.441016
"67",-97.7301514,30.4349512
"68",-97.731793,30.234663
"69",-97.873977,30.204049
"70",-97.733858,30.291087
"71",-97.7145152,30.2259488
"72",-97.847825,30.463914
"73",-97.741279,30.23927
"74",-97.7624022,30.2551803
"75",-74.8343,39.8683
"76",-97.730284,30.310758
"77",-97.847239,30.467355
"78",-97.844008,30.208338
"79",-97.550513,30.360895
"80",-97.7275742,30.289453
"81",-97.669028,30.408195
"82",-97.7486231,30.4112686
"83",-97.7870076,30.2391075
"84",-97.74616,30.283295
"85",-97.837885,30.170399
"86",-97.74616,30.283295
"87",-97.747604,30.19253
"88",-97.8019087,30.3456213
"89",-97.4752174,30.2420377
"90",-97.745882,30.284194
"91",-97.7506005,30.2887614
"92",-97.792838,30.202121
"93",-97.614544,30.353373
"94",-97.5720148,30.4448611
"95",-97.836492,30.156136
"96",-98.0791939,30.1091589
"97",-97.8240791,30.4807554
"98",-97.682636,30.314664
"99",-97.710775,30.359243
"100",-97.7840811,30.238683
