"","lon","lat"
"1",-97.721624,30.308484
"2",-97.8382,30.296388
"3",-97.735159,30.296333
"4",-97.540747,30.534354
"5",-97.902389,30.310467
"6",-97.684315,30.46343
"7",-97.81583,30.184629
"8",-97.7761194,30.159966
"9",-97.5631,30.481278
"10",-97.882948,30.288886
"11",-97.753953,30.298293
"12",-97.7666945,30.2391247
"13",-97.726731,30.302149
"14",-97.7173278,30.2386398
"15",-97.7173278,30.2386398
"16",-97.7436146,30.2908272
"17",-97.721545,30.358944
"18",-97.732422,30.523914
"19",-97.6872719,30.370427
"20",-97.856256,30.341442
"21",-97.731341,30.422499
"22",-97.725824,30.240976
"23",-97.756245,30.273298
"24",-98.028576,30.372322
"25",-97.865764,30.346557
"26",-97.8399881,30.3903466
"27",-97.807605,30.728373
"28",-97.848048,30.213187
"29",-97.739067,30.412074
"30",-97.791214,30.268791
"31",-97.677788,30.317451
"32",-97.749062,30.169833
"33",-97.765644,30.3910661
"34",-97.7413575,30.3274418
"35",-97.9208059,30.4164779
"36",-97.7892321,30.198358
"37",-97.739298,30.409651
"38",-97.977625,30.358857
"39",-97.822891,30.250174
"40",-97.770663,30.429941
"41",-97.7649726,30.4811397
"42",-97.7448106,30.3655336
"43",-97.839793,30.15115
"44",-97.748591,30.28413
"45",-97.74587,30.436261
"46",-97.7138388,30.2854217
"47",-97.8518859,30.142058
"48",-97.761674,30.411726
"49",-97.6398364,30.2910686
"50",-97.5897372,30.1471783
"51",-97.2751569,30.178912
"52",-97.7433203,30.2882021
"53",-97.753303,30.2329
"54",-97.908313,29.889931
"55",-97.779691,30.158497
"56",-97.8202888,30.505198
"57",-97.764906,30.241241
"58",-95.1185409,29.587913
"59",-97.8423959,30.157363
"60",-97.896704,30.18918
"61",-97.7424645,30.3268326
"62",-97.713767,30.264473
"63",-97.7320726,30.3098232
"64",-97.7550555,30.3564803
"65",-97.7312729,30.2921466
"66",-97.8388693,30.2124315
"67",-97.845744,30.095534
"68",-97.81186,30.338326
"69",-97.7813914,30.2437735
"70",-97.716354,30.288421
"71",-97.776212,30.42597
"72",-97.7169254,30.3043037
"73",-98.019891,30.199931
"74",-97.8202888,30.505198
"75",-97.749607,30.369548
"76",-97.8859219,30.189857
"77",-97.7177899,30.315236
"78",-97.6993769,30.4094272
"79",-97.815173,30.149793
"80",-97.611029,30.478587
"81",-97.8457569,30.0962733
"82",-97.778698,30.261036
"83",-97.771006,30.251701
"84",-97.86362,30.194008
"85",-97.850938,30.545988
"86",-97.4675566,30.0946033
"87",-97.681943,30.4570672
"88",-97.7104215,30.3188249
"89",-97.7746746,30.2295289
"90",-97.795706,30.357883
"91",-97.852517,30.539222
"92",-97.730211,30.2453323
"93",-97.818351,30.188199
"94",-97.8068851,29.9966514
"95",-97.741749,30.245296
"96",-97.74362,30.29472
"97",-97.7204358,30.2395666
"98",-97.785478,30.230922
"99",-97.848018,30.208694
"100",-97.78188,30.377145
